userId:3280:-0.12689668 -0.39517862 -0.5151826 -0.27544832 0.6451298 -0.082177304 -0.54255766 -0.9518218 0.14763309 -0.6360383
userId:13753:-0.40757304 0.23387967 0.05873095 -0.27109468 0.000892032 -0.108144745 0.33910558 -0.5932765 -0.07024417 0.03140834
userId:15828:-0.2558891 -0.3347821 0.11816527 0.17501214 0.14437643 -0.049240746 -0.312346 -0.8442767 0.10434045 -0.18911792
userId:24796:-0.16193487 -0.12507002 0.43747893 -0.29152203 -0.041695826 0.54089785 0.08602753 -0.8928045 0.85187083 0.5349983
userId:1260:-0.82717174 0.10389017 -0.4136448 0.07110161 0.35149258 -0.23320095 0.33755875 -0.096378826 -0.5101692 0.10918154
userId:25755:-0.135759 0.61279064 0.6431483 0.29392314 -0.3170834 0.40250438 0.28271827 -0.58148885 -0.068932585 0.80390596
userId:740:0.30507678 -0.43124795 0.24865519 -0.3436133 0.17180096 0.43864882 -0.18607534 0.14003299 0.3419207 0.38928694
userId:14070:0.48045516 0.13515331 0.117789134 -0.49818084 -0.0498509 -0.29580048 0.50612736 0.091432236 -0.09995371 0.37589234
userId:9094:-0.044000138 0.55675036 -0.07159386 -0.50651383 0.50960714 0.6510035 0.13349245 -0.22522298 -0.4209652 0.169876
userId:14696:-0.21894671 -0.44214308 -0.0589428 0.3604536 0.03633021 -0.052915853 -0.18474239 0.16045247 -0.25848502 0.021255855
userId:28448:0.0023156006 -0.11857038 -0.40319362 0.23190366 -0.20418108 -0.14929444 0.12473602 0.26735693 -0.4579645 0.3414382
userId:8926:-0.34780648 -0.50244665 -0.7217436 0.5171611 -0.4185893 -0.3079741 0.099912256 0.51409614 -0.29826567 0.28979024
userId:14501:0.11577341 -0.26156735 0.56791705 -0.3994699 0.78771454 0.31394273 0.15308507 -0.76594293 0.251809 0.54591423
userId:16473:-0.046345983 -0.2330756 0.5765489 0.52069247 0.16515268 -0.090527624 0.17868657 -0.37480393 -0.032514196 0.5695684
movieId:899:0.9523025 0.24683298 0.08409837 -0.2754132 -0.3175142 -0.36947238 0.3625151 0.32030594 0.25006822 -0.021273619
userId:3756:-0.013878056 -0.45077828 -0.15957728 0.23057905 0.97242874 -0.48214012 -0.31361893 -0.7064953 0.03165297 -0.16307665
userId:13707:0.62017703 -0.2982975 0.5482101 0.06404177 0.41868305 0.5750741 -0.2557695 -0.6117089 0.23704761 0.52566314
userId:21543:0.31891355 0.43368414 0.22539946 -0.38250828 0.5534361 0.4602535 0.2453936 -0.3144375 -0.33100128 0.45426074
userId:25880:-0.288398 -0.102876164 -0.29252458 -0.31556323 -0.06708761 0.34181935 -0.4504197 0.13067618 -0.18638471 -0.072488755
userId:14255:0.23858573 -0.23336847 -0.659844 -0.29307646 0.3093866 0.24322598 -0.13968582 -0.034977168 -0.022845425 0.13255762
userId:8121:1.3337853 -0.0016072794 0.49773097 -0.4382429 0.27780205 -0.030974811 0.47119272 0.0064362404 -0.09313628 0.5996854
userId:13313:0.02999897 0.2053901 0.015811287 0.26730224 0.027755838 0.23398289 -0.057700716 -0.5859811 -0.29723778 0.5481775
userId:1603:0.046961524 -0.59074664 0.22304955 0.14171296 0.57228017 -0.4267143 -0.410252 -0.20408264 -0.67616826 -0.31721857
userId:5636:-0.21255672 -0.20784682 0.45673445 -0.007889686 -0.026905285 0.3794165 -0.29102662 -0.39336824 0.345544 -0.12204884
userId:767:0.28703812 0.17951056 0.2674418 0.28840455 -0.23239571 0.4960001 -0.24971671 -0.06678108 -0.00028120718 0.2256275
userId:10460:0.8643927 0.39993677 -0.051705655 -0.21425058 0.11481258 0.095960625 0.5094579 -0.5248889 0.082023144 0.6741726
userId:19811:-0.39715296 -0.2493589 -0.7014831 0.104593895 -0.11614877 0.29320937 -0.6594568 0.5049308 -0.33771104 0.1529971
userId:3740:-0.50319296 -0.07725266 0.2611703 -0.34238636 0.45908254 -0.36806008 0.08739253 -0.35229033 -0.6562438 -0.5756701
userId:17287:0.096573584 -0.0054051545 0.6645259 -0.005395674 0.28576955 0.33756238 0.106078394 -0.27549613 -0.09305749 0.23267676
userId:14295:-0.35360372 -0.5748738 0.004872389 0.13889408 -0.08008101 0.23914069 -0.48763648 0.35909575 -0.34780198 -0.15526088
userId:18028:0.021130826 -0.25499898 -0.9611589 0.04773224 0.17267586 0.12852472 0.03508516 0.3835598 -0.32910523 0.07855603
userId:28183:-0.57135904 -0.63090277 -0.06980661 -0.51029855 0.8482198 -0.2635677 0.11802791 -0.53309244 0.22211006 0.25762868
userId:25916:0.015087642 -0.12261159 -0.29247403 -0.4598435 0.6079998 -0.33757362 -0.7012525 -0.54652345 -0.22332735 -0.6475293
userId:10823:0.25625423 -0.22757298 0.21124049 0.25095546 -0.036038656 -0.098205954 -0.28191352 -0.44732016 0.11636654 -0.10905551
userId:10314:-0.1874517 0.003324749 0.23780558 -0.43956715 -0.0449318 0.53151464 -0.68949527 0.09446521 -0.28585345 -0.1022102
userId:8877:-0.48924503 -0.13186882 -0.1723277 0.18786038 0.11960318 -0.63435996 0.39205903 -0.12905115 -0.024943981 0.07821294
userId:22106:0.08075304 0.051503196 0.40133297 -0.7423092 0.78779215 0.43080607 0.10611909 -0.30851737 0.115719035 0.5329037
userId:2835:-0.03339978 -0.008192902 0.048863895 0.09345765 -0.09697401 -0.078687556 -0.2687865 0.56508887 -0.37774238 0.22117493
userId:2272:-0.09259238 -0.17634276 -0.3501901 -0.2968456 0.0016181746 -0.51266664 -0.12349453 0.16455708 -0.21575297 -0.48254198
userId:22140:-0.035665076 -0.49578595 0.14979161 0.43239996 0.10953767 0.22819576 -0.22049609 0.028361471 0.022283288 0.3279221
genre:Animation:0.47738588 1.0229162 -1.0435874 -0.11755968 -0.49162766 0.32371786 0.09036255 -0.39291406 -0.8448941 0.013587924
userId:14720:-0.13336128 -0.18826294 0.37292343 0.16031261 0.025847308 -0.17678797 0.11609353 -0.2715595 0.080172956 0.43580383
userId:25607:0.515991 -0.10200165 0.58696073 -0.42691687 0.47474152 0.055778302 0.12085798 -0.5675701 0.20991477 0.09953453
userId:8487:0.56752175 -0.10796982 -0.015438218 0.21406561 -0.13633613 0.2822967 -0.39988035 0.2904021 -0.32273605 0.24503586
userId:26460:-0.03439066 -0.039172053 0.7534571 0.35899654 -0.1934425 0.1422067 0.0040797233 0.04919299 -0.12509337 0.34994096
userId:13516:-1.2514911 -0.63329387 0.06719332 0.24880916 -0.058971114 -0.13140157 0.18850681 0.55018395 -0.42349046 0.3367271
