710:0.5241554 -0.14345436 -0.7491802 -1.4782534 -0.7768685 -0.46682456 -0.6377959 0.036850404 -0.34834385 0.40482625
205:0.30378285 0.16049461 -0.29427707 -0.16022223 -0.42149493 -0.7877749 0.3551365 -0.5023752 0.15032968 0.18895677
45:0.12887262 0.2501205 0.22419958 0.21546185 -0.4368584 -0.7518874 0.30916905 -0.18077548 0.010131459 0.0076285875
515:0.13573031 0.6332583 0.23970295 0.06741546 -0.07707391 -0.48069108 0.35012516 -0.30257204 -0.05925351 0.056655213
574:0.48444325 0.024884814 -0.18931378 -0.46516055 -0.30106252 -0.63280183 0.59136105 -0.17435278 -0.11862325 0.004542966
858:0.17080449 0.11978064 -0.4781618 0.23996243 0.07015815 0.49363795 0.05118646 -0.09287581 -0.21153185 -0.2132989
619:0.61622435 -0.42611998 -0.7028265 -1.2410074 -0.8745307 -0.5569689 -0.20894341 0.4511895 -0.31621188 0.41227177
507:0.433739 0.036073472 0.15542066 -0.13205232 -0.47223717 -0.07009145 0.1320845 -0.36753586 0.036425266 -0.32910252
113:0.76496387 -0.01667373 -0.5312032 -0.8978825 -0.4330365 -0.3656749 -0.36582434 -0.12526432 -0.05640726 0.52181023
34:-0.080673836 -0.26914972 -0.22495754 0.2570301 0.25889653 -0.16993894 0.36499554 -0.27619308 -0.2502499 0.12511696
563:0.21952048 0.32527965 -0.30502278 0.1714536 -0.0019984096 -0.2208469 -0.034439143 -0.06261754 -0.011044768 0.117464006
381:-0.04662425 0.2720153 -0.056858566 -0.04608339 -0.72375315 -0.70757955 0.07158707 -0.39361933 0.22206973 -0.119341254
455:0.070185326 -0.128422 -0.54378 0.24639128 -0.99730784 -0.56308156 0.2853142 -0.230969 0.32869077 0.52280027
67:0.4140843 -0.441092 -0.7384904 -1.0387366 -0.5496345 -0.74511915 -0.019449407 0.08858248 0.45434728 0.13263334
388:0.33117437 0.45530438 -0.041268855 -0.5042273 0.048912633 -0.42580768 0.17867897 -0.07585108 -0.42267454 -0.07648776
169:0.0006246943 -0.1828323 -0.5513322 0.2792262 -0.68415636 -0.6937685 -0.03866388 -0.01922208 0.35759267 0.12662098
444:0.3795977 -0.12509952 -0.3019325 -0.2473328 -0.26650628 -0.33552817 0.29939002 -0.3604096 0.1615594 -0.1841754
